Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Percent; Estimate; All households,Percent; Margin of Error; All households,Limited English-speaking households; Estimate; All households,Limited English-speaking households; Margin of Error; All households,Percent limited English-speaking households; Estimate; All households,Percent limited English-speaking households; Margin of Error; All households,Total; Estimate; Households speaking -- - Spanish,Total; Margin of Error; Households speaking -- - Spanish,Percent; Estimate; Households speaking -- - Spanish,Percent; Margin of Error; Households speaking -- - Spanish,Limited English-speaking households; Estimate; Households speaking -- - Spanish,Limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Percent limited English-speaking households; Estimate; Households speaking -- - Spanish,Percent limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Total; Estimate; Households speaking -- - Other Indo-European languages,Total; Margin of Error; Households speaking -- - Other Indo-European languages,Percent; Estimate; Households speaking -- - Other Indo-European languages,Percent; Margin of Error; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Total; Estimate; Households speaking -- - Asian and Pacific Island languages,Total; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Total; Estimate; Households speaking -- - Other languages,Total; Margin of Error; Households speaking -- - Other languages,Percent; Estimate; Households speaking -- - Other languages,Percent; Margin of Error; Households speaking -- - Other languages,Limited English-speaking households; Estimate; Households speaking -- - Other languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other languages
0600000US3610178861,3610178861,"Wayland town, Steuben County, New York",1738,92,(X),(X),0,11,0,1.7,15,22,0.9,1.2,0,11,0,73.6,31,19,1.8,1.1,0,11,0,51.2,0,11,0,1.7,0,11,-,**,0,11,0,1.7,0,11,-,**
0600000US3610178883,3610178883,"Wayne town, Steuben County, New York",458,53,(X),(X),0,11,0,6.3,0,11,0,6.3,0,11,-,**,13,11,2.8,2.5,0,11,0,79,0,11,0,6.3,0,11,-,**,0,11,0,6.3,0,11,-,**
0600000US3610181105,3610181105,"West Union town, Steuben County, New York",112,31,(X),(X),0,11,0,23.2,2,3,1.8,2.7,0,11,0,100,5,4,4.5,4,0,11,0,100,0,11,0,23.2,0,11,-,**,0,11,0,23.2,0,11,-,**
0600000US3610181457,3610181457,"Wheeler town, Steuben County, New York",471,52,(X),(X),6,6,1.3,1.3,7,7,1.5,1.6,0,11,0,100,26,19,5.5,3.9,6,6,23.1,25.9,0,11,0,6.2,0,11,-,**,0,11,0,6.2,0,11,-,**
0600000US3610182843,3610182843,"Woodhull town, Steuben County, New York",684,60,(X),(X),30,25,4.4,3.5,0,11,0,4.3,0,11,-,**,46,32,6.7,4.5,30,25,65.2,34.1,0,11,0,4.3,0,11,-,**,0,11,0,4.3,0,11,-,**
0600000US3610304000,3610304000,"Babylon town, Suffolk County, New York",66301,975,(X),(X),3602,384,5.4,0.6,9074,480,13.7,0.7,2174,309,24,3.1,6437,441,9.7,0.7,1050,220,16.3,3.2,1373,313,2.1,0.5,340,146,24.8,9.2,567,199,0.9,0.3,38,41,6.7,7.1
0600000US3610310000,3610310000,"Brookhaven town, Suffolk County, New York",160864,1403,(X),(X),4497,487,2.8,0.3,16768,770,10.4,0.5,2498,388,14.9,2.1,11120,815,6.9,0.5,1240,247,11.2,2.1,4068,380,2.5,0.2,682,170,16.8,3.9,1138,269,0.7,0.2,77,81,6.8,6.7
0600000US3610322194,3610322194,"East Hampton town, Suffolk County, New York",8989,378,(X),(X),473,186,5.3,2.1,1401,258,15.6,2.9,461,184,32.9,12.1,595,187,6.6,2,0,21,0,4.9,128,74,1.4,0.8,12,19,9.4,15.7,28,33,0.3,0.4,0,21,0,53.8
0600000US3610337000,3610337000,"Huntington town, Suffolk County, New York",68694,901,(X),(X),1807,296,2.6,0.4,5595,439,8.1,0.6,1025,244,18.3,4.1,5790,429,8.4,0.6,429,136,7.4,2.3,1841,254,2.7,0.4,343,116,18.6,5.6,632,144,0.9,0.2,10,15,1.6,2.2
0600000US3610338000,3610338000,"Islip town, Suffolk County, New York",98997,1080,(X),(X),6035,600,6.1,0.6,21534,793,21.8,0.8,4968,545,23.1,2.4,6094,502,6.2,0.5,812,179,13.3,2.6,1364,176,1.4,0.2,239,86,17.5,5.4,654,195,0.7,0.2,16,20,2.4,2.9
0600000US3610359106,3610359106,"Poospatuck Reservation, Suffolk County, New York",232,85,(X),(X),3,6,1.3,2.6,7,8,3,3.3,3,6,42.9,57.1,0,11,0,12.1,0,11,-,**,0,11,0,12.1,0,11,-,**,0,11,0,12.1,0,11,-,**
0600000US3610361984,3610361984,"Riverhead town, Suffolk County, New York",13412,526,(X),(X),578,229,4.3,1.7,980,254,7.3,1.9,342,193,34.9,15.5,1231,284,9.2,2.1,175,83,14.2,7.1,186,111,1.4,0.8,61,36,32.8,20.1,31,36,0.2,0.3,0,24,0,51.2
0600000US3610366839,3610366839,"Shelter Island town, Suffolk County, New York",1195,190,(X),(X),0,11,0,2.5,46,72,3.8,6.3,0,11,0,42,34,39,2.8,3.2,0,11,0,48.9,0,11,0,2.5,0,11,-,**,0,11,0,2.5,0,11,-,**
0600000US3610367059,3610367059,"Shinnecock Reservation, Suffolk County, New York",22,16,(X),(X),3,7,13.6,36.5,0,11,0,60.7,0,11,-,**,0,11,0,60.7,0,11,-,**,3,7,13.6,36.5,3,7,100,100,0,11,0,60.7,0,11,-,**
0600000US3610368000,3610368000,"Smithtown town, Suffolk County, New York",40228,527,(X),(X),467,112,1.2,0.3,1557,275,3.9,0.7,41,35,2.6,2.2,2934,298,7.3,0.7,221,87,7.5,2.8,1113,212,2.8,0.5,188,67,16.9,5.6,305,142,0.8,0.4,17,26,5.6,8.6
0600000US3610368473,3610368473,"Southampton town, Suffolk County, New York",21204,622,(X),(X),1177,310,5.6,1.5,2757,344,13,1.7,979,305,35.5,9.6,1519,238,7.2,1.1,93,60,6.1,3.9,334,128,1.6,0.6,95,55,28.4,15.5,51,27,0.2,0.1,10,15,19.6,26.6
0600000US3610369463,3610369463,"Southold town, Suffolk County, New York",9190,343,(X),(X),311,135,3.4,1.5,324,132,3.5,1.5,152,89,46.9,20.2,685,197,7.5,2.1,129,91,18.8,12.3,70,63,0.8,0.7,30,46,42.9,48.2,22,31,0.2,0.3,0,21,0,60.7
0600000US3610506310,3610506310,"Bethel town, Sullivan County, New York",1707,155,(X),(X),31,33,1.8,1.9,93,63,5.4,3.7,15,26,16.1,24.7,67,58,3.9,3.3,16,18,23.9,30.4,0,11,0,1.7,0,11,-,**,0,11,0,1.7,0,11,-,**
0600000US3610511759,3610511759,"Callicoon town, Sullivan County, New York",1155,100,(X),(X),3,4,0.3,0.3,34,50,2.9,4.2,2,3,5.9,14.9,8,9,0.7,0.8,0,11,0,100,8,9,0.7,0.8,1,3,12.5,32.8,0,11,0,2.6,0,11,-,**
0600000US3610516661,3610516661,"Cochecton town, Sullivan County, New York",620,69,(X),(X),11,10,1.8,1.6,17,11,2.7,1.9,4,7,23.5,36.4,30,18,4.8,2.8,4,5,13.3,17.6,3,5,0.5,0.8,3,5,100,100,2,4,0.3,0.6,0,11,0,100
0600000US3610520104,3610520104,"Delaware town, Sullivan County, New York",1022,104,(X),(X),12,13,1.2,1.3,66,36,6.5,3.7,6,9,9.1,15.3,62,38,6.1,3.8,6,9,9.7,13.9,25,28,2.4,2.8,0,11,0,57,0,11,0,2.9,0,11,-,**
0600000US3610525241,3610525241,"Fallsburg town, Sullivan County, New York",4167,301,(X),(X),377,171,9,4,689,194,16.5,4.6,348,165,50.5,14.5,254,78,6.1,1.8,29,27,11.4,9.9,12,17,0.3,0.4,0,18,0,82.3,5,13,0.1,0.3,0,18,0,100
0600000US3610526528,3610526528,"Forestburgh town, Sullivan County, New York",448,56,(X),(X),10,13,2.2,2.9,14,14,3.1,3,0,11,0,76.1,41,20,9.2,4.2,10,13,24.4,24.7,7,9,1.6,2.1,0,11,0,100,3,4,0.7,0.9,0,11,0,100
0600000US3610527573,3610527573,"Fremont town, Sullivan County, New York",513,62,(X),(X),3,4,0.6,0.9,22,21,4.3,4.1,0,11,0,60.7,9,7,1.8,1.4,3,4,33.3,42,2,4,0.4,0.8,0,11,0,100,0,11,0,5.7,0,11,-,**
0600000US3610534473,3610534473,"Highland town, Sullivan County, New York",1007,88,(X),(X),16,13,1.6,1.3,57,39,5.7,3.8,0,11,0,37.7,49,26,4.9,2.6,16,13,32.7,22.5,2,4,0.2,0.4,0,11,0,100,0,11,0,2.9,0,11,-,**
0600000US3610542235,3610542235,"Liberty town, Sullivan County, New York",3365,260,(X),(X),180,94,5.3,2.8,368,106,10.9,3.2,131,83,35.6,19.8,137,67,4.1,2,44,41,32.1,22.6,43,35,1.3,1.1,0,16,0,43.5,26,21,0.8,0.6,5,7,19.2,27.6
0600000US3610543786,3610543786,"Lumberland town, Sullivan County, New York",858,85,(X),(X),5,9,0.6,1,78,47,9.1,5.2,0,11,0,30.9,132,49,15.4,5.5,0,11,0,20.2,14,15,1.6,1.8,5,9,35.7,54.1,0,11,0,3.4,0,11,-,**
0600000US3610544809,3610544809,"Mamakating town, Sullivan County, New York",4031,225,(X),(X),19,21,0.5,0.5,186,72,4.6,1.7,19,21,10.2,10.2,300,92,7.4,2.3,0,18,0,9.5,49,47,1.2,1.2,0,18,0,40.7,1,2,0,0.1,0,18,0,100
0600000US3610549847,3610549847,"Neversink town, Sullivan County, New York",1221,111,(X),(X),0,11,0,2.4,29,37,2.4,3.1,0,11,0,52.9,25,25,2,2.1,0,11,0,57,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**
0600000US3610563176,3610563176,"Rockland town, Sullivan County, New York",1527,160,(X),(X),0,11,0,1.9,106,81,6.9,5.4,0,11,0,24.3,60,72,3.9,4.5,0,11,0,36.7,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3610573627,3610573627,"Thompson town, Sullivan County, New York",5426,323,(X),(X),309,131,5.7,2.4,847,145,15.6,2.7,251,129,29.6,13.2,281,75,5.2,1.4,42,32,14.9,11,29,26,0.5,0.5,16,20,55.2,41.5,7,11,0.1,0.2,0,18,0,100
0600000US3610575759,3610575759,"Tusten town, Sullivan County, New York",612,66,(X),(X),8,7,1.3,1.2,7,9,1.1,1.5,0,11,0,100,32,17,5.2,2.7,8,7,25,23.6,3,4,0.5,0.7,0,11,0,100,3,5,0.5,0.8,0,11,0,100
0600000US3610704671,3610704671,"Barton town, Tioga County, New York",3407,169,(X),(X),6,9,0.2,0.3,17,17,0.5,0.5,6,9,35.3,43.7,49,29,1.4,0.9,0,16,0,40.7,7,11,0.2,0.3,0,16,0,100,0,16,0,0.9,0,16,-,**
0600000US3610706145,3610706145,"Berkshire town, Tioga County, New York",470,55,(X),(X),0,11,0,6.2,0,11,0,6.2,0,11,-,**,9,8,1.9,1.8,0,11,0,95,0,11,0,6.2,0,11,-,**,3,5,0.6,1,0,11,0,100
0600000US3610712221,3610712221,"Candor town, Tioga County, New York",1936,139,(X),(X),30,33,1.5,1.7,11,15,0.6,0.8,0,16,0,85.9,78,45,4,2.3,30,33,38.5,37.5,0,16,0,1.5,0,16,-,**,0,16,0,1.5,0,16,-,**
0600000US3610749913,3610749913,"Newark Valley town, Tioga County, New York",1468,93,(X),(X),0,11,0,2,17,21,1.2,1.4,0,11,0,69.1,5,7,0.3,0.5,0,11,0,100,2,4,0.1,0.3,0,11,0,100,2,4,0.1,0.3,0,11,0,100
0600000US3610751121,3610751121,"Nichols town, Tioga County, New York",1054,100,(X),(X),0,11,0,2.8,5,8,0.5,0.7,0,11,0,100,11,12,1,1.2,0,11,0,85.9,5,8,0.5,0.8,0,11,0,100,0,11,0,2.8,0,11,-,**
0600000US3610755893,3610755893,"Owego town, Tioga County, New York",7795,230,(X),(X),11,18,0.1,0.2,114,59,1.5,0.8,0,18,0,22.9,272,98,3.5,1.3,0,18,0,10.4,71,45,0.9,0.6,0,18,0,33,17,22,0.2,0.3,11,18,64.7,59.5
0600000US3610761511,3610761511,"Richford town, Tioga County, New York",423,64,(X),(X),0,11,0,6.8,5,7,1.2,1.6,0,11,0,100,9,8,2.1,1.9,0,11,0,95,0,11,0,6.8,0,11,-,**,0,11,0,6.8,0,11,-,**
0600000US3610770178,3610770178,"Spencer town, Tioga County, New York",1289,93,(X),(X),39,31,3,2.4,46,29,3.6,2.3,15,23,32.6,42.3,42,26,3.3,2,21,19,50,31.7,20,19,1.6,1.4,3,5,15,29.8,3,5,0.2,0.4,0,11,0,100
0600000US3610773968,3610773968,"Tioga town, Tioga County, New York",2154,230,(X),(X),0,11,0,1.4,5,6,0.2,0.3,0,11,0,100,38,41,1.8,1.9,0,11,0,46.2,0,11,0,1.4,0,11,-,**,0,11,0,1.4,0,11,-,**
0600000US3610912606,3610912606,"Caroline town, Tompkins County, New York",1241,116,(X),(X),19,31,1.5,2.5,0,11,0,2.4,0,11,-,**,48,43,3.9,3.5,19,31,39.6,51.9,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**
0600000US3610919620,3610919620,"Danby town, Tompkins County, New York",1564,142,(X),(X),0,11,0,1.9,56,47,3.6,3,0,11,0,38.1,73,54,4.7,3.4,0,11,0,32.3,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3610920962,3610920962,"Dryden town, Tompkins County, New York",6007,299,(X),(X),28,39,0.5,0.6,128,75,2.1,1.2,4,7,3.1,5.6,239,107,4,1.7,0,18,0,11.8,69,51,1.1,0.9,0,18,0,33.6,24,38,0.4,0.6,24,38,100,58.2
0600000US3610924548,3610924548,"Enfield town, Tompkins County, New York",1522,128,(X),(X),0,11,0,1.9,0,11,0,1.9,0,11,-,**,29,34,1.9,2.2,0,11,0,52.9,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3610930972,3610930972,"Groton town, Tompkins County, New York",2462,139,(X),(X),8,12,0.3,0.5,57,55,2.3,2.3,0,16,0,37.7,38,21,1.5,0.9,8,12,21.1,29.4,50,46,2,1.9,0,16,0,40.3,6,8,0.2,0.3,0,16,0,100
0600000US3610938077,3610938077,"Ithaca city, Tompkins County, New York",9869,487,(X),(X),383,143,3.9,1.4,359,132,3.6,1.4,29,33,8.1,9.1,706,151,7.2,1.5,72,71,10.2,9.1,1681,334,17,3.1,282,114,16.8,6.3,95,59,1,0.6,0,24,0,26.5
0600000US3610938088,3610938088,"Ithaca town, Tompkins County, New York",6931,337,(X),(X),423,135,6.1,1.9,231,99,3.3,1.4,68,73,29.4,26.9,620,154,8.9,2.2,57,46,9.2,7,1030,182,14.9,2.5,298,114,28.9,10.6,104,59,1.5,0.9,0,21,0,24.7
0600000US3610941234,3610941234,"Lansing town, Tompkins County, New York",4987,232,(X),(X),109,69,2.2,1.4,162,76,3.2,1.5,16,27,9.9,16.8,276,119,5.5,2.4,27,32,9.8,10.5,377,140,7.6,2.8,66,53,17.5,15,15,24,0.3,0.5,0,18,0,73.6
0600000US3610950254,3610950254,"Newfield town, Tompkins County, New York",2166,136,(X),(X),0,16,0,1.4,45,54,2.1,2.4,0,16,0,42.5,39,46,1.8,2.1,0,16,0,45.6,24,28,1.1,1.3,0,16,0,58.2,0,16,0,1.4,0,16,-,**
0600000US3610975990,3610975990,"Ulysses town, Tompkins County, New York",2237,112,(X),(X),0,16,0,1.3,33,25,1.5,1.1,0,16,0,49.6,47,30,2.1,1.3,0,16,0,41.6,28,29,1.3,1.3,0,16,0,53.8,0,16,0,1.3,0,16,-,**
0600000US3611120247,3611120247,"Denning town, Ulster County, New York",205,37,(X),(X),3,5,1.5,2.2,7,10,3.4,4.8,0,11,0,100,5,5,2.4,2.4,0,11,0,100,3,5,1.5,2.2,3,5,100,100,0,11,0,13.6,0,11,-,**
0600000US3611124691,3611124691,"Esopus town, Ulster County, New York",3389,242,(X),(X),22,20,0.6,0.6,120,93,3.5,2.7,11,17,9.2,15.7,58,45,1.7,1.3,0,16,0,37.4,11,11,0.3,0.3,11,11,100,85.9,22,29,0.6,0.9,0,16,0,60.7
0600000US3611128255,3611128255,"Gardiner town, Ulster County, New York",2127,184,(X),(X),43,41,2,1.9,54,43,2.5,2.1,13,22,24.1,36.9,88,57,4.1,2.6,30,34,34.1,30.7,0,16,0,1.4,0,16,-,**,15,26,0.7,1.2,0,16,0,73.6
0600000US3611132116,3611132116,"Hardenburgh town, Ulster County, New York",112,35,(X),(X),0,11,0,23.2,3,4,2.7,3.1,0,11,0,100,0,11,0,23.2,0,11,-,**,1,2,0.9,1.9,0,11,0,100,0,11,0,23.2,0,11,-,**
0600000US3611137143,3611137143,"Hurley town, Ulster County, New York",2770,146,(X),(X),0,16,0,1.1,47,34,1.7,1.2,0,16,0,41.6,98,61,3.5,2.2,0,16,0,25.9,23,33,0.8,1.2,0,16,0,59.4,42,43,1.5,1.6,0,16,0,44
0600000US3611139727,3611139727,"Kingston city, Ulster County, New York",9461,387,(X),(X),283,103,3,1.1,886,177,9.4,1.9,188,83,21.2,8.6,458,125,4.8,1.3,61,47,13.3,9.8,138,66,1.5,0.7,14,15,10.1,10.6,61,47,0.6,0.5,20,32,32.8,44.4
0600000US3611139738,3611139738,"Kingston town, Ulster County, New York",447,75,(X),(X),7,8,1.6,1.7,17,14,3.8,2.9,7,8,41.2,37.9,6,7,1.3,1.5,0,11,0,100,2,3,0.4,0.7,0,11,0,100,0,11,0,6.5,0,11,-,**
0600000US3611142994,3611142994,"Lloyd town, Ulster County, New York",3931,222,(X),(X),53,51,1.3,1.3,245,84,6.2,2.2,0,18,0,11.5,133,64,3.4,1.6,26,40,19.5,26.9,33,33,0.8,0.8,27,32,81.8,37.6,15,25,0.4,0.6,0,18,0,73.6
0600000US3611145458,3611145458,"Marbletown town, Ulster County, New York",2457,195,(X),(X),0,16,0,1.2,20,32,0.8,1.3,0,16,0,63.7,51,49,2.1,2,0,16,0,39.9,33,37,1.3,1.5,0,16,0,49.6,0,16,0,1.2,0,16,-,**
0600000US3611145722,3611145722,"Marlborough town, Ulster County, New York",3438,167,(X),(X),41,32,1.2,0.9,116,51,3.4,1.5,16,25,13.8,21.5,100,49,2.9,1.4,25,22,25,21.7,50,35,1.5,1,0,16,0,40.3,0,16,0,0.9,0,16,-,**
0600000US3611150562,3611150562,"New Paltz town, Ulster County, New York",4439,233,(X),(X),137,81,3.1,1.8,336,140,7.6,3.1,42,42,12.5,10.1,260,87,5.9,2,25,23,9.6,9.4,144,83,3.2,1.9,70,65,48.6,27.3,0,18,0,0.7,0,18,-,**
0600000US3611154749,3611154749,"Olive town, Ulster County, New York",1928,125,(X),(X),0,11,0,1.5,76,53,3.9,2.8,0,11,0,31.4,108,66,5.6,3.4,0,11,0,23.9,96,67,5,3.4,0,11,0,26.3,20,25,1,1.3,0,11,0,63.7
0600000US3611158552,3611158552,"Plattekill town, Ulster County, New York",3994,213,(X),(X),21,35,0.5,0.9,374,112,9.4,2.7,21,35,5.6,9.2,226,109,5.7,2.7,0,18,0,12.4,21,24,0.5,0.6,0,18,0,62.2,74,74,1.9,1.8,0,18,0,32
0600000US3611163011,3611163011,"Rochester town, Ulster County, New York",3012,228,(X),(X),86,79,2.9,2.6,113,82,3.8,2.7,69,75,61.1,33.7,205,110,6.8,3.5,17,27,8.3,13.6,22,34,0.7,1.1,0,16,0,60.7,0,16,0,1,0,16,-,**
0600000US3611163737,3611163737,"Rosendale town, Ulster County, New York",2499,155,(X),(X),18,19,0.7,0.8,42,45,1.7,1.8,0,16,0,44,37,28,1.5,1.1,10,16,27,38.6,8,11,0.3,0.4,8,11,100,100,0,16,0,1.2,0,16,-,**
0600000US3611165299,3611165299,"Saugerties town, Ulster County, New York",7589,251,(X),(X),85,80,1.1,1.1,410,129,5.4,1.7,68,75,16.6,16.2,512,179,6.7,2.3,17,20,3.3,3.8,53,48,0.7,0.6,0,18,0,39.1,29,33,0.4,0.4,0,18,0,52.9
0600000US3611166597,3611166597,"Shandaken town, Ulster County, New York",1431,129,(X),(X),25,33,1.7,2.3,88,59,6.1,4.1,20,34,22.7,32.3,101,74,7.1,5.2,5,6,5,6.4,0,11,0,2.1,0,11,-,**,0,11,0,2.1,0,11,-,**
0600000US3611166674,3611166674,"Shawangunk town, Ulster County, New York",4005,258,(X),(X),29,35,0.7,0.9,206,85,5.1,2.1,14,24,6.8,11.1,164,87,4.1,2.1,15,26,9.1,15.4,35,38,0.9,0.9,0,18,0,48.2,0,18,0,0.7,0,18,-,**
0600000US3611175935,3611175935,"Ulster town, Ulster County, New York",5056,186,(X),(X),94,43,1.9,0.8,134,60,2.7,1.2,9,10,6.7,8.5,263,86,5.2,1.7,40,26,15.2,10.2,94,50,1.9,1,45,35,47.9,25.3,46,49,0.9,1,0,18,0,42
0600000US3611178828,3611178828,"Wawarsing town, Ulster County, New York",4530,237,(X),(X),251,110,5.5,2.4,534,149,11.8,3.4,119,87,22.3,15.8,492,130,10.9,2.8,132,85,26.8,14.8,21,24,0.5,0.5,0,18,0,62.2,0,18,0,0.7,0,18,-,**
0600000US3611183052,3611183052,"Woodstock town, Ulster County, New York",2842,145,(X),(X),36,37,1.3,1.3,85,57,3,2.1,0,16,0,28.9,164,74,5.8,2.6,36,37,22,19.7,60,44,2.1,1.5,0,16,0,36.7,0,16,0,1,0,16,-,**
0600000US3611307234,3611307234,"Bolton town, Warren County, New York",1011,128,(X),(X),0,11,0,2.9,48,39,4.7,3.7,0,11,0,41.1,62,40,6.1,3.8,0,11,0,36,11,17,1.1,1.7,0,11,0,85.9,0,11,0,2.9,0,11,-,**
0600000US3611315319,3611315319,"Chester town, Warren County, New York",1427,127,(X),(X),0,11,0,2.1,30,47,2.1,3.2,0,11,0,52,116,76,8.1,5.5,0,11,0,22.5,0,11,0,2.1,0,11,-,**,0,11,0,2.1,0,11,-,**
0600000US3611329333,3611329333,"Glens Falls city, Warren County, New York",6367,253,(X),(X),0,18,0,0.5,187,63,2.9,1,0,18,0,14.8,204,94,3.2,1.4,0,18,0,13.6,65,35,1,0.5,0,18,0,34.9,0,18,0,0.5,0,18,-,**
0600000US3611331335,3611331335,"Hague town, Warren County, New York",406,51,(X),(X),3,4,0.7,0.9,14,10,3.4,2.5,0,11,0,76.1,11,8,2.7,2,3,4,27.3,33.4,0,11,0,7.1,0,11,-,**,0,11,0,7.1,0,11,-,**
0600000US3611335639,3611335639,"Horicon town, Warren County, New York",710,75,(X),(X),3,4,0.4,0.6,3,4,0.4,0.6,0,11,0,100,46,25,6.5,3.4,3,4,6.5,10.4,0,11,0,4.1,0,11,-,**,0,11,0,4.1,0,11,-,**
0600000US3611338715,3611338715,"Johnsburg town, Warren County, New York",800,86,(X),(X),0,11,0,3.7,0,11,0,3.7,0,11,-,**,13,15,1.6,1.9,0,11,0,79,0,11,0,3.7,0,11,-,**,0,11,0,3.7,0,11,-,**
0600000US3611340519,3611340519,"Lake George town, Warren County, New York",1490,82,(X),(X),24,23,1.6,1.5,19,23,1.3,1.5,0,11,0,65.4,58,36,3.9,2.4,15,18,25.9,26.8,0,11,0,2,0,11,-,**,22,27,1.5,1.8,9,13,40.9,43.5
0600000US3611340662,3611340662,"Lake Luzerne town, Warren County, New York",1308,120,(X),(X),0,11,0,2.3,7,12,0.5,0.9,0,11,0,100,11,17,0.8,1.3,0,11,0,85.9,0,11,0,2.3,0,11,-,**,0,11,0,2.3,0,11,-,**
0600000US3611360356,3611360356,"Queensbury town, Warren County, New York",11247,283,(X),(X),58,31,0.5,0.3,233,88,2.1,0.8,4,6,1.7,2.6,384,125,3.4,1.1,25,21,6.5,5.7,112,66,1,0.6,20,20,17.9,18.3,30,29,0.3,0.3,9,15,30,45.3
0600000US3611371641,3611371641,"Stony Creek town, Warren County, New York",293,46,(X),(X),0,11,0,9.7,6,6,2,2,0,11,0,100,0,11,0,9.7,0,11,-,**,0,11,0,9.7,0,11,-,**,0,11,0,9.7,0,11,-,**
0600000US3611373814,3611373814,"Thurman town, Warren County, New York",481,52,(X),(X),0,11,0,6,16,10,3.3,2.1,0,11,0,71.2,0,11,0,6,0,11,-,**,0,11,0,6,0,11,-,**,0,11,0,6,0,11,-,**
0600000US3611378300,3611378300,"Warrensburg town, Warren County, New York",1709,124,(X),(X),49,56,2.9,3.3,63,59,3.7,3.5,49,56,77.8,38.3,30,28,1.8,1.7,0,11,0,52,0,11,0,1.7,0,11,-,**,0,11,0,1.7,0,11,-,**
0600000US3611502561,3611502561,"Argyle town, Washington County, New York",1560,118,(X),(X),0,11,0,1.9,18,18,1.2,1.2,0,11,0,67.2,19,24,1.2,1.5,0,11,0,65.4,0,11,0,1.9,0,11,-,**,0,11,0,1.9,0,11,-,**
0600000US3611511836,3611511836,"Cambridge town, Washington County, New York",791,65,(X),(X),10,14,1.3,1.8,16,14,2,1.7,0,11,0,71.2,13,13,1.6,1.7,0,11,0,79,13,16,1.6,2,10,14,76.9,47.9,0,11,0,3.7,0,11,-,**
0600000US3611520885,3611520885,"Dresden town, Washington County, New York",256,40,(X),(X),1,2,0.4,0.9,6,5,2.3,2.1,1,2,16.7,35.4,13,12,5.1,4.5,0,11,0,79,0,11,0,11,0,11,-,**,0,11,0,11,0,11,-,**
0600000US3611522656,3611522656,"Easton town, Washington County, New York",950,64,(X),(X),0,11,0,3.1,9,10,0.9,1.1,0,11,0,95,10,10,1.1,1,0,11,0,90.1,5,8,0.5,0.8,0,11,0,100,0,11,0,3.1,0,11,-,**
0600000US3611526715,3611526715,"Fort Ann town, Washington County, New York",1406,131,(X),(X),0,16,0,2.1,23,29,1.6,2,0,16,0,59.4,48,39,3.4,2.9,0,16,0,41.1,0,16,0,2.1,0,16,-,**,0,16,0,2.1,0,16,-,**
0600000US3611526781,3611526781,"Fort Edward town, Washington County, New York",2366,188,(X),(X),0,16,0,1.3,41,41,1.7,1.7,0,16,0,44.5,18,29,0.8,1.2,0,16,0,67.2,0,16,0,1.3,0,16,-,**,0,16,0,1.3,0,16,-,**
0600000US3611530037,3611530037,"Granville town, Washington County, New York",2533,209,(X),(X),10,11,0.4,0.4,20,31,0.8,1.2,0,16,0,63.7,28,29,1.1,1.2,5,7,17.9,35.2,42,35,1.7,1.4,5,8,11.9,19.7,0,16,0,1.2,0,16,-,**
0600000US3611530686,3611530686,"Greenwich town, Washington County, New York",1902,128,(X),(X),0,11,0,1.6,36,29,1.9,1.5,0,11,0,47.5,20,22,1.1,1.2,0,11,0,63.7,20,26,1.1,1.4,0,11,0,63.7,0,11,0,1.6,0,11,-,**
0600000US3611531885,3611531885,"Hampton town, Washington County, New York",356,49,(X),(X),0,11,0,8.1,4,6,1.1,1.6,0,11,0,100,10,8,2.8,2.3,0,11,0,90.1,0,11,0,8.1,0,11,-,**,0,11,0,8.1,0,11,-,**
0600000US3611532457,3611532457,"Hartford town, Washington County, New York",831,60,(X),(X),0,11,0,3.5,18,18,2.2,2.1,0,11,0,67.2,18,17,2.2,2.1,0,11,0,67.2,0,11,0,3.5,0,11,-,**,0,11,0,3.5,0,11,-,**
