Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Percent; Estimate; All households,Percent; Margin of Error; All households,Limited English-speaking households; Estimate; All households,Limited English-speaking households; Margin of Error; All households,Percent limited English-speaking households; Estimate; All households,Percent limited English-speaking households; Margin of Error; All households,Total; Estimate; Households speaking -- - Spanish,Total; Margin of Error; Households speaking -- - Spanish,Percent; Estimate; Households speaking -- - Spanish,Percent; Margin of Error; Households speaking -- - Spanish,Limited English-speaking households; Estimate; Households speaking -- - Spanish,Limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Percent limited English-speaking households; Estimate; Households speaking -- - Spanish,Percent limited English-speaking households; Margin of Error; Households speaking -- - Spanish,Total; Estimate; Households speaking -- - Other Indo-European languages,Total; Margin of Error; Households speaking -- - Other Indo-European languages,Percent; Estimate; Households speaking -- - Other Indo-European languages,Percent; Margin of Error; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other Indo-European languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other Indo-European languages,Total; Estimate; Households speaking -- - Asian and Pacific Island languages,Total; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Estimate; Households speaking -- - Asian and Pacific Island languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Asian and Pacific Island languages,Total; Estimate; Households speaking -- - Other languages,Total; Margin of Error; Households speaking -- - Other languages,Percent; Estimate; Households speaking -- - Other languages,Percent; Margin of Error; Households speaking -- - Other languages,Limited English-speaking households; Estimate; Households speaking -- - Other languages,Limited English-speaking households; Margin of Error; Households speaking -- - Other languages,Percent limited English-speaking households; Estimate; Households speaking -- - Other languages,Percent limited English-speaking households; Margin of Error; Households speaking -- - Other languages
0600000US3606144919,3606144919,"Manhattan borough, New York County, New York",758345,3842,(X),(X),72453,2091,9.6,0.3,143740,2261,19,0.3,40766,1563,28.4,1.1,73150,2237,9.6,0.3,7073,716,9.7,0.9,62670,1599,8.3,0.2,23074,1118,36.8,1.6,13899,999,1.8,0.1,1540,330,11.1,2.2
0600000US3606300000,3606300000,"County subdivisions not defined, Niagara County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3606311803,3606311803,"Cambria town, Niagara County, New York",2194,123,(X),(X),0,16,0,1.4,13,22,0.6,1,0,16,0,79,37,33,1.7,1.5,0,16,0,46.8,0,16,0,1.4,0,16,-,**,0,16,0,1.4,0,16,-,**
0600000US3606332490,3606332490,"Hartland town, Niagara County, New York",1646,88,(X),(X),0,11,0,1.8,22,27,1.3,1.6,0,11,0,60.7,30,33,1.8,2,0,11,0,52,0,11,0,1.8,0,11,-,**,0,11,0,1.8,0,11,-,**
0600000US3606342158,3606342158,"Lewiston town, Niagara County, New York",6303,215,(X),(X),48,36,0.8,0.6,111,59,1.8,0.9,0,18,0,23.4,248,80,3.9,1.3,30,29,12.1,11.3,47,29,0.7,0.5,18,22,38.3,40.1,64,52,1,0.8,0,18,0,35.3
0600000US3606343082,3606343082,"Lockport city, Niagara County, New York",8992,287,(X),(X),118,76,1.3,0.8,284,101,3.2,1.1,54,41,19,14.4,237,102,2.6,1.1,64,64,27,22.7,38,37,0.4,0.4,0,21,0,46.2,0,21,0,0.3,0,21,-,**
0600000US3606343093,3606343093,"Lockport town, Niagara County, New York",7987,241,(X),(X),29,31,0.4,0.4,150,65,1.9,0.8,14,25,9.3,15.7,171,89,2.1,1.1,0,21,0,16,82,44,1,0.5,15,17,18.3,20.7,7,12,0.1,0.1,0,21,0,100
0600000US3606350232,3606350232,"Newfane town, Niagara County, New York",3827,181,(X),(X),0,16,0,0.8,18,20,0.5,0.5,0,16,0,67.2,10,17,0.3,0.4,0,16,0,90.1,0,16,0,0.8,0,16,-,**,0,16,0,0.8,0,16,-,**
0600000US3606351033,3606351033,"Niagara town, Niagara County, New York",3427,199,(X),(X),60,50,1.8,1.4,70,55,2,1.6,25,31,35.7,41.4,178,88,5.2,2.5,35,38,19.7,23,13,22,0.4,0.7,0,16,0,79,11,12,0.3,0.4,0,16,0,85.9
0600000US3606351055,3606351055,"Niagara Falls city, Niagara County, New York",21299,457,(X),(X),305,106,1.4,0.5,407,116,1.9,0.5,113,72,27.8,14.7,706,155,3.3,0.7,88,40,12.5,5.4,176,64,0.8,0.3,66,50,37.5,22.5,69,39,0.3,0.2,38,33,55.1,28.8
0600000US3606353682,3606353682,"North Tonawanda city, Niagara County, New York",13667,354,(X),(X),55,39,0.4,0.3,198,92,1.4,0.7,8,12,4,6.3,283,79,2.1,0.6,26,20,9.2,6.7,82,57,0.6,0.4,21,32,25.6,43.7,120,116,0.9,0.8,0,24,0,21.9
0600000US3606357111,3606357111,"Pendleton town, Niagara County, New York",2314,94,(X),(X),0,16,0,1.3,0,16,0,1.3,0,16,-,**,44,42,1.9,1.8,0,16,0,43,0,16,0,1.3,0,16,-,**,15,22,0.6,1,0,16,0,73.6
0600000US3606359267,3606359267,"Porter town, Niagara County, New York",2655,118,(X),(X),16,18,0.6,0.7,34,24,1.3,0.9,0,16,0,48.9,71,35,2.7,1.3,11,16,15.5,22.5,5,8,0.2,0.3,5,8,100,100,0,16,0,1.1,0,16,-,**
0600000US3606364034,3606364034,"Royalton town, Niagara County, New York",2776,154,(X),(X),17,27,0.6,1,50,43,1.8,1.5,17,27,34,43.9,56,46,2,1.6,0,16,0,38.1,0,16,0,1.1,0,16,-,**,15,23,0.5,0.8,0,16,0,73.6
0600000US3606368330,3606368330,"Somerset town, Niagara County, New York",988,85,(X),(X),14,16,1.4,1.6,35,26,3.5,2.8,9,15,25.7,36.6,20,15,2,1.4,5,7,25,31.7,0,11,0,3,0,11,-,**,0,11,0,3,0,11,-,**
0600000US3606375011,3606375011,"Tonawanda Reservation, Niagara County, New York",0,11,(X),(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
0600000US3606375748,3606375748,"Tuscarora Nation Reservation, Niagara County, New York",389,64,(X),(X),7,10,1.8,2.6,14,13,3.6,3.4,0,11,0,76.1,0,11,0,7.4,0,11,-,**,42,26,10.8,6.5,7,10,16.7,23.1,20,11,5.1,2.5,0,11,0,63.7
0600000US3606381380,3606381380,"Wheatfield town, Niagara County, New York",7116,227,(X),(X),65,52,0.9,0.7,34,44,0.5,0.6,0,18,0,48.9,258,96,3.6,1.4,12,21,4.7,8.4,87,59,1.2,0.8,53,47,60.9,37.9,0,18,0,0.4,0,18,-,**
0600000US3606382370,3606382370,"Wilson town, Niagara County, New York",2398,120,(X),(X),0,16,0,1.2,6,6,0.3,0.2,0,16,0,100,71,34,3,1.4,0,16,0,33,0,16,0,1.2,0,16,-,**,0,16,0,1.2,0,16,-,**
0600000US3606502253,3606502253,"Annsville town, Oneida County, New York",1101,86,(X),(X),9,12,0.8,1.1,30,20,2.7,1.8,9,12,30,36.1,30,20,2.7,1.7,0,11,0,52,0,11,0,2.7,0,11,-,**,7,10,0.6,0.9,0,11,0,100
0600000US3606503155,3606503155,"Augusta town, Oneida County, New York",917,68,(X),(X),5,7,0.5,0.8,27,33,2.9,3.6,0,11,0,54.8,38,21,4.1,2.4,5,7,13.2,26.7,0,11,0,3.2,0,11,-,**,5,7,0.5,0.8,0,11,0,100
0600000US3606503309,3606503309,"Ava town, Oneida County, New York",255,51,(X),(X),3,4,1.2,1.5,2,3,0.8,1.2,0,11,0,100,10,8,3.9,3.2,3,4,30,40,8,10,3.1,4.1,0,11,0,100,0,11,0,11.1,0,11,-,**
0600000US3606507366,3606507366,"Boonville town, Oneida County, New York",1758,151,(X),(X),8,12,0.5,0.7,0,11,0,1.7,0,11,-,**,23,21,1.3,1.2,0,11,0,59.4,41,40,2.3,2.3,8,12,19.5,37.1,7,12,0.4,0.7,0,11,0,100
0600000US3606508180,3606508180,"Bridgewater town, Oneida County, New York",542,41,(X),(X),0,11,0,5.4,12,9,2.2,1.7,0,11,0,82.3,12,9,2.2,1.7,0,11,0,82.3,4,4,0.7,0.8,0,11,0,100,6,8,1.1,1.4,0,11,0,100
0600000US3606511858,3606511858,"Camden town, Oneida County, New York",1955,101,(X),(X),0,11,0,1.5,3,8,0.2,0.4,0,11,0,100,30,23,1.5,1.2,0,11,0,52,8,12,0.4,0.6,0,11,0,100,0,11,0,1.5,0,11,-,**
0600000US3606519928,3606519928,"Deerfield town, Oneida County, New York",1563,68,(X),(X),22,18,1.4,1.2,14,12,0.9,0.8,0,11,0,76.1,92,39,5.9,2.4,22,18,23.9,19.5,6,9,0.4,0.6,0,11,0,100,12,13,0.8,0.9,0,11,0,82.3
0600000US3606526297,3606526297,"Florence town, Oneida County, New York",385,43,(X),(X),0,11,0,7.5,3,5,0.8,1.4,0,11,0,100,3,5,0.8,1.2,0,11,0,100,1,4,0.3,0.9,0,11,0,100,0,11,0,7.5,0,11,-,**
0600000US3606526385,3606526385,"Floyd town, Oneida County, New York",1481,89,(X),(X),0,11,0,2,10,16,0.7,1,0,11,0,90.1,25,24,1.7,1.6,0,11,0,57,0,11,0,2,0,11,-,**,0,11,0,2,0,11,-,**
0600000US3606526627,3606526627,"Forestport town, Oneida County, New York",721,57,(X),(X),0,11,0,4.1,7,9,1,1.2,0,11,0,100,16,13,2.2,1.8,0,11,0,71.2,0,11,0,4.1,0,11,-,**,0,11,0,4.1,0,11,-,**
0600000US3606539804,3606539804,"Kirkland town, Oneida County, New York",3600,194,(X),(X),11,16,0.3,0.5,86,43,2.4,1.2,0,18,0,28.7,151,60,4.2,1.7,11,16,7.3,10.8,36,29,1,0.8,0,18,0,47.5,36,30,1,0.8,0,18,0,47.5
0600000US3606541762,3606541762,"Lee town, Oneida County, New York",2618,118,(X),(X),11,18,0.4,0.7,10,16,0.4,0.6,0,16,0,90.1,61,40,2.3,1.5,0,16,0,36.3,34,28,1.3,1.1,11,18,32.4,47.5,0,16,0,1.1,0,16,-,**
0600000US3606545535,3606545535,"Marcy town, Oneida County, New York",2315,253,(X),(X),11,18,0.5,0.8,66,78,2.9,3.3,0,16,0,34.6,213,125,9.2,5.5,11,18,5.2,9.1,0,16,0,1.3,0,16,-,**,5,8,0.2,0.3,0,16,0,100
0600000US3606545755,3606545755,"Marshall town, Oneida County, New York",846,79,(X),(X),0,11,0,3.5,15,13,1.8,1.5,0,11,0,73.6,23,28,2.7,3.3,0,11,0,59.4,4,8,0.5,1,0,11,0,100,0,11,0,3.5,0,11,-,**
0600000US3606550309,3606550309,"New Hartford town, Oneida County, New York",9165,324,(X),(X),41,36,0.4,0.4,87,60,0.9,0.7,0,21,0,28.4,468,133,5.1,1.5,0,21,0,6.2,171,116,1.9,1.3,41,36,24,19.7,100,79,1.1,0.9,0,21,0,25.5
0600000US3606556330,3606556330,"Paris town, Oneida County, New York",1734,106,(X),(X),10,15,0.6,0.8,49,42,2.8,2.4,10,15,20.4,29.6,36,29,2.1,1.7,0,11,0,47.5,0,11,0,1.7,0,11,-,**,0,11,0,1.7,0,11,-,**
0600000US3606561126,3606561126,"Remsen town, Oneida County, New York",714,60,(X),(X),6,6,0.8,0.9,20,16,2.8,2.3,0,11,0,63.7,14,10,2,1.4,6,6,42.9,40.1,0,11,0,4.1,0,11,-,**,0,11,0,4.1,0,11,-,**
0600000US3606563418,3606563418,"Rome city, Oneida County, New York",12836,436,(X),(X),109,56,0.8,0.4,390,132,3,1,29,29,7.4,7.5,384,99,3,0.8,28,22,7.3,6,130,71,1,0.6,52,60,40,36.1,43,48,0.3,0.4,0,24,0,43.5
0600000US3606565134,3606565134,"Sangerfield town, Oneida County, New York",1047,48,(X),(X),0,11,0,2.8,3,5,0.3,0.5,0,11,0,100,12,11,1.1,1,0,11,0,82.3,0,11,0,2.8,0,11,-,**,0,11,0,2.8,0,11,-,**
0600000US3606566993,3606566993,"Sherrill city, Oneida County, New York",1277,83,(X),(X),8,12,0.6,1,0,11,0,2.3,0,11,-,**,26,24,2,1.9,0,11,0,55.9,0,11,0,2.3,0,11,-,**,8,12,0.6,1,8,12,100,100
0600000US3606571212,3606571212,"Steuben town, Oneida County, New York",487,48,(X),(X),4,5,0.8,1.1,0,11,0,6,0,11,-,**,17,17,3.5,3.3,4,5,23.5,37.6,0,11,0,6,0,11,-,**,0,11,0,6,0,11,-,**
0600000US3606575280,3606575280,"Trenton town, Oneida County, New York",1744,155,(X),(X),12,18,0.7,1,35,28,2,1.5,12,18,34.3,43.9,58,49,3.3,2.8,0,11,0,37.4,1,3,0.1,0.2,0,11,0,100,10,15,0.6,0.9,0,11,0,90.1
0600000US3606576540,3606576540,"Utica city, Oneida County, New York",23475,473,(X),(X),2424,298,10.3,1.3,1942,205,8.3,0.8,450,137,23.2,6.4,2580,237,11,1,763,145,29.6,4.7,1579,184,6.7,0.8,998,180,63.2,8.5,375,136,1.6,0.6,213,98,56.8,17
0600000US3606577123,3606577123,"Vernon town, Oneida County, New York",2153,151,(X),(X),11,11,0.5,0.5,26,25,1.2,1.2,0,16,0,55.9,57,43,2.6,2,0,16,0,37.7,32,25,1.5,1.2,11,11,34.4,36.8,0,16,0,1.4,0,16,-,**
0600000US3606577178,3606577178,"Verona town, Oneida County, New York",2326,155,(X),(X),0,16,0,1.3,17,28,0.7,1.2,0,16,0,69.1,31,38,1.3,1.6,0,16,0,51.2,0,16,0,1.3,0,16,-,**,0,16,0,1.3,0,16,-,**
0600000US3606577486,3606577486,"Vienna town, Oneida County, New York",2136,217,(X),(X),0,16,0,1.4,16,26,0.7,1.2,0,16,0,71.2,17,27,0.8,1.2,0,16,0,69.1,0,16,0,1.4,0,16,-,**,0,16,0,1.4,0,16,-,**
0600000US3606579862,3606579862,"Western town, Oneida County, New York",834,72,(X),(X),0,11,0,3.5,9,12,1.1,1.4,0,11,0,95,43,34,5.2,4.2,0,11,0,43.5,0,11,0,3.5,0,11,-,**,0,11,0,3.5,0,11,-,**
0600000US3606580533,3606580533,"Westmoreland town, Oneida County, New York",2472,151,(X),(X),0,16,0,1.2,70,59,2.8,2.4,0,16,0,33.3,50,43,2,1.7,0,16,0,40.3,95,101,3.8,4,0,16,0,26.5,0,16,0,1.2,0,16,-,**
0600000US3606581754,3606581754,"Whitestown town, Oneida County, New York",8015,279,(X),(X),52,46,0.6,0.6,92,59,1.1,0.7,24,35,26.1,32.9,219,76,2.7,0.9,18,22,8.2,9.3,38,33,0.5,0.4,10,18,26.3,42.3,15,21,0.2,0.3,0,18,0,73.6
0600000US3606711913,3606711913,"Camillus town, Onondaga County, New York",10011,200,(X),(X),163,58,1.6,0.6,191,90,1.9,0.9,3,4,1.6,2.3,698,144,7,1.4,125,56,17.9,7.7,136,69,1.4,0.7,35,33,25.7,23.4,59,34,0.6,0.3,0,21,0,37
0600000US3606715704,3606715704,"Cicero town, Onondaga County, New York",12210,290,(X),(X),70,47,0.6,0.4,216,111,1.8,0.9,15,24,6.9,11.6,384,109,3.1,0.9,44,37,11.5,9.2,107,70,0.9,0.6,0,24,0,24.1,57,41,0.5,0.3,11,14,19.3,25.2
0600000US3606716067,3606716067,"Clay town, Onondaga County, New York",23753,374,(X),(X),226,76,1,0.3,497,120,2.1,0.5,18,21,3.6,4.3,999,188,4.2,0.8,169,75,16.9,6.4,292,87,1.2,0.4,31,24,10.6,8.4,152,61,0.6,0.3,8,13,5.3,8.7
0600000US3606720478,3606720478,"De Witt town, Onondaga County, New York",9924,313,(X),(X),339,100,3.4,1,234,84,2.4,0.8,46,41,19.7,15.1,877,159,8.8,1.6,180,76,20.5,7.5,270,89,2.7,0.9,58,42,21.5,12.7,180,77,1.8,0.8,55,59,30.6,26.3
0600000US3606723800,3606723800,"Elbridge town, Onondaga County, New York",2296,131,(X),(X),15,24,0.7,1,91,60,4,2.7,0,16,0,27.5,29,25,1.3,1.1,15,24,51.7,46.6,0,16,0,1.3,0,16,-,**,0,16,0,1.3,0,16,-,**
0600000US3606724878,3606724878,"Fabius town, Onondaga County, New York",802,59,(X),(X),0,11,0,3.7,48,26,6,3.3,0,11,0,41.1,3,3,0.4,0.4,0,11,0,100,3,4,0.4,0.5,0,11,0,100,3,4,0.4,0.5,0,11,0,100
0600000US3606728519,3606728519,"Geddes town, Onondaga County, New York",6953,216,(X),(X),182,82,2.6,1.2,292,86,4.2,1.2,33,31,11.3,10.7,415,127,6,1.8,132,64,31.8,12.2,46,36,0.7,0.5,17,26,37,44.3,15,16,0.2,0.2,0,18,0,73.6
0600000US3606740266,3606740266,"LaFayette town, Onondaga County, New York",2023,116,(X),(X),0,11,0,1.5,30,30,1.5,1.5,0,11,0,52,33,41,1.6,2.1,0,11,0,49.6,75,90,3.7,4.5,0,11,0,31.7,9,15,0.4,0.7,0,11,0,95
0600000US3606744039,3606744039,"Lysander town, Onondaga County, New York",9035,312,(X),(X),80,61,0.9,0.7,105,67,1.2,0.7,21,35,20,30.6,341,125,3.8,1.4,38,41,11.1,11.1,72,56,0.8,0.6,0,21,0,32.7,21,31,0.2,0.3,21,31,100,62.2
0600000US3606745029,3606745029,"Manlius town, Onondaga County, New York",13054,344,(X),(X),100,49,0.8,0.4,263,97,2,0.7,0,24,0,10.8,535,115,4.1,0.9,4,7,0.7,1.2,320,102,2.5,0.8,96,49,30,14.1,62,54,0.5,0.4,0,24,0,36
0600000US3606745491,3606745491,"Marcellus town, Onondaga County, New York",2476,84,(X),(X),11,18,0.4,0.7,44,32,1.8,1.3,0,16,0,43,57,29,2.3,1.2,0,16,0,37.7,20,20,0.8,0.8,11,18,55,51.8,0,16,0,1.2,0,16,-,**
0600000US3606754958,3606754958,"Onondaga town, Onondaga County, New York",8466,231,(X),(X),128,49,1.5,0.6,262,87,3.1,1,7,11,2.7,4.5,386,119,4.6,1.4,44,29,11.4,7,106,45,1.3,0.5,41,32,38.7,22.7,108,44,1.3,0.5,36,28,33.3,20.7
0600000US3606754980,3606754980,"Onondaga Nation Reservation, Onondaga County, New York",55,49,(X),(X),0,11,0,38.4,55,49,100,38.4,0,11,0,38.4,0,11,0,38.4,0,11,-,**,0,11,0,38.4,0,11,-,**,0,11,0,38.4,0,11,-,**
0600000US3606755651,3606755651,"Otisco town, Onondaga County, New York",991,69,(X),(X),0,11,0,3,4,7,0.4,0.7,0,11,0,100,10,11,1,1.1,0,11,0,90.1,0,11,0,3,0,11,-,**,0,11,0,3,0,11,-,**
0600000US3606759036,3606759036,"Pompey town, Onondaga County, New York",2525,148,(X),(X),0,16,0,1.2,88,66,3.5,2.6,0,16,0,28.2,47,41,1.9,1.6,0,16,0,41.6,57,36,2.3,1.4,0,16,0,37.7,0,16,0,1.2,0,16,-,**
0600000US3606764815,3606764815,"Salina town, Onondaga County, New York",14804,378,(X),(X),281,124,1.9,0.8,284,113,1.9,0.8,12,13,4.2,4.9,736,185,5,1.2,207,114,28.1,13.8,124,70,0.8,0.5,36,29,29,22.9,142,71,1,0.5,26,30,18.3,20.3
0600000US3606767521,3606767521,"Skaneateles town, Onondaga County, New York",3185,125,(X),(X),2,6,0.1,0.2,31,29,1,0.9,0,16,0,51.2,156,77,4.9,2.4,2,6,1.3,3.9,11,15,0.3,0.5,0,16,0,85.9,10,17,0.3,0.5,0,16,0,90.1
0600000US3606770057,3606770057,"Spafford town, Onondaga County, New York",693,64,(X),(X),0,11,0,4.2,17,13,2.5,1.9,0,11,0,69.1,37,26,5.3,3.6,0,11,0,46.8,0,11,0,4.2,0,11,-,**,0,11,0,4.2,0,11,-,**
0600000US3606773000,3606773000,"Syracuse city, Onondaga County, New York",55633,767,(X),(X),2538,245,4.6,0.4,4141,271,7.4,0.5,950,188,22.9,4,2675,275,4.8,0.5,492,139,18.4,4.4,2152,223,3.9,0.4,872,146,40.5,4.7,1262,251,2.3,0.5,224,96,17.7,6.5
0600000US3606775638,3606775638,"Tully town, Onondaga County, New York",1044,58,(X),(X),12,19,1.1,1.9,15,16,1.4,1.6,0,11,0,73.6,28,20,2.7,1.9,0,11,0,53.8,17,21,1.6,2,12,19,70.6,49.6,8,12,0.8,1.1,0,11,0,100
0600000US3606776760,3606776760,"Van Buren town, Onondaga County, New York",5907,232,(X),(X),12,17,0.2,0.3,42,34,0.7,0.6,12,17,28.6,39.1,121,71,2,1.2,0,18,0,21.7,41,33,0.7,0.6,0,18,0,44.5,0,18,0,0.5,0,18,-,**
0600000US3606908378,3606908378,"Bristol town, Ontario County, New York",901,77,(X),(X),0,11,0,3.3,5,7,0.6,0.8,0,11,0,100,22,17,2.4,1.8,0,11,0,60.7,0,11,0,3.3,0,11,-,**,0,11,0,3.3,0,11,-,**
0600000US3606912100,3606912100,"Canadice town, Ontario County, New York",751,95,(X),(X),0,11,0,3.9,6,8,0.8,1,0,11,0,100,8,7,1.1,0.9,0,11,0,100,2,5,0.3,0.7,0,11,0,100,0,11,0,3.9,0,11,-,**
0600000US3606912144,3606912144,"Canandaigua city, Ontario County, New York",4790,161,(X),(X),36,36,0.8,0.7,148,90,3.1,1.9,8,13,5.4,9.3,173,78,3.6,1.6,0,18,0,15.9,65,42,1.4,0.9,28,32,43.1,37.8,0,18,0,0.6,0,18,-,**
0600000US3606912155,3606912155,"Canandaigua town, Ontario County, New York",4530,195,(X),(X),45,58,1,1.3,84,66,1.9,1.4,0,18,0,29.2,155,88,3.4,1.9,32,54,20.6,31.2,73,72,1.6,1.6,13,22,17.8,33.1,14,24,0.3,0.5,0,18,0,76.1
0600000US3606921699,3606921699,"East Bloomfield town, Ontario County, New York",1371,105,(X),(X),0,11,0,2.2,17,14,1.2,1,0,11,0,69.1,38,37,2.8,2.7,0,11,0,46.2,0,11,0,2.2,0,11,-,**,0,11,0,2.2,0,11,-,**
0600000US3606925406,3606925406,"Farmington town, Ontario County, New York",5251,271,(X),(X),44,70,0.8,1.3,239,128,4.6,2.4,0,18,0,11.8,56,37,1.1,0.7,0,18,0,38.1,74,77,1.4,1.4,44,70,59.5,56.5,15,25,0.3,0.5,0,18,0,73.6
0600000US3606928640,3606928640,"Geneva city, Ontario County, New York",4758,279,(X),(X),237,76,5,1.6,680,109,14.3,2.3,237,76,34.9,10.3,257,117,5.4,2.4,0,18,0,11,35,37,0.7,0.8,0,18,0,48.2,0,18,0,0.6,0,18,-,**
0600000US3606928651,3606928651,"Geneva town, Ontario County, New York",1488,139,(X),(X),85,87,5.7,5.8,138,67,9.3,4.5,50,59,36.2,36.3,71,56,4.8,3.7,35,57,49.3,50.7,29,44,1.9,3.1,0,11,0,52.9,0,11,0,2,0,11,-,**
0600000US3606929531,3606929531,"Gorham town, Ontario County, New York",1860,125,(X),(X),32,33,1.7,1.8,44,35,2.4,1.8,19,27,43.2,47,66,45,3.5,2.4,13,21,19.7,30.2,29,45,1.6,2.4,0,11,0,52.9,0,11,0,1.6,0,11,-,**
0600000US3606935551,3606935551,"Hopewell town, Ontario County, New York",1222,102,(X),(X),0,11,0,2.4,38,33,3.1,2.7,0,11,0,46.2,31,26,2.5,2.2,0,11,0,51.2,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**
0600000US3606944864,3606944864,"Manchester town, Ontario County, New York",3735,165,(X),(X),21,17,0.6,0.5,82,43,2.2,1.1,15,15,18.3,17.4,72,37,1.9,1,6,9,8.3,11.9,6,9,0.2,0.2,0,16,0,100,0,16,0,0.8,0,16,-,**
0600000US3606949440,3606949440,"Naples town, Ontario County, New York",1020,74,(X),(X),0,11,0,2.9,20,12,2,1.2,0,11,0,63.7,50,28,4.9,2.8,0,11,0,40.3,3,4,0.3,0.4,0,11,0,100,0,11,0,2.9,0,11,-,**
0600000US3606957529,3606957529,"Phelps town, Ontario County, New York",2693,151,(X),(X),0,16,0,1.1,19,20,0.7,0.8,0,16,0,65.4,111,60,4.1,2.2,0,16,0,23.4,0,16,0,1.1,0,16,-,**,0,16,0,1.1,0,16,-,**
0600000US3606961544,3606961544,"Richmond town, Ontario County, New York",1259,98,(X),(X),0,11,0,2.4,90,54,7.1,4.3,0,11,0,27.7,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**,0,11,0,2.4,0,11,-,**
0600000US3606966289,3606966289,"Seneca town, Ontario County, New York",1049,68,(X),(X),0,11,0,2.8,13,13,1.2,1.3,0,11,0,79,24,17,2.3,1.7,0,11,0,58.2,8,14,0.8,1.3,0,11,0,100,0,11,0,2.8,0,11,-,**
0600000US3606968660,3606968660,"South Bristol town, Ontario County, New York",787,68,(X),(X),0,11,0,3.7,6,7,0.8,1,0,11,0,100,7,7,0.9,0.9,0,11,0,100,0,11,0,3.7,0,11,-,**,0,11,0,3.7,0,11,-,**
0600000US3606977387,3606977387,"Victor town, Ontario County, New York",5692,193,(X),(X),35,36,0.6,0.6,78,57,1.4,1,5,8,6.4,11.8,263,120,4.6,2.1,7,12,2.7,5,17,19,0.3,0.3,0,18,0,69.1,85,66,1.5,1.1,23,32,27.1,35.3
0600000US3606979356,3606979356,"West Bloomfield town, Ontario County, New York",1112,96,(X),(X),12,14,1.1,1.2,46,28,4.1,2.5,12,14,26.1,28.7,46,34,4.1,2.9,0,11,0,42,5,8,0.4,0.8,0,11,0,100,0,11,0,2.7,0,11,-,**
0600000US3607107003,3607107003,"Blooming Grove town, Orange County, New York",6089,227,(X),(X),34,24,0.6,0.4,685,143,11.2,2.4,13,14,1.9,2,367,112,6,1.8,10,11,2.7,2.9,56,35,0.9,0.6,11,18,19.6,27.2,18,22,0.3,0.4,0,18,0,67.2
0600000US3607115308,3607115308,"Chester town, Orange County, New York",3708,209,(X),(X),52,51,1.4,1.4,383,119,10.3,3.1,0,18,0,7.5,264,103,7.1,2.8,21,21,8,8.4,96,70,2.6,1.9,31,48,32.3,41.1,98,78,2.6,2.1,0,18,0,25.9
0600000US3607118300,3607118300,"Cornwall town, Orange County, New York",4622,208,(X),(X),42,44,0.9,1,318,116,6.9,2.5,0,18,0,9,213,93,4.6,2,10,15,4.7,7,102,52,2.2,1.1,32,43,31.4,35.6,17,16,0.4,0.4,0,18,0,69.1
0600000US3607118916,3607118916,"Crawford town, Orange County, New York",3230,172,(X),(X),73,59,2.3,1.9,312,102,9.7,3.3,43,52,13.8,15.1,194,93,6,2.9,21,24,10.8,12,36,30,1.1,0.9,9,14,25,34.1,0,16,0,0.9,0,16,-,**
0600000US3607119961,3607119961,"Deerpark town, Orange County, New York",3075,160,(X),(X),37,29,1.2,0.9,147,74,4.8,2.4,12,19,8.2,13.2,119,71,3.9,2.3,6,10,5,10.8,50,34,1.6,1.1,19,19,38,35.1,0,16,0,1,0,16,-,**
0600000US3607129553,3607129553,"Goshen town, Orange County, New York",4486,206,(X),(X),16,17,0.4,0.4,487,114,10.9,2.5,10,15,2.1,3,263,85,5.9,1.9,0,18,0,10.8,63,40,1.4,0.9,6,10,9.5,15.2,9,15,0.2,0.3,0,18,0,95
0600000US3607130631,3607130631,"Greenville town, Orange County, New York",1512,111,(X),(X),9,14,0.6,0.9,114,43,7.5,2.7,0,11,0,22.9,54,53,3.6,3.5,9,14,16.7,29.6,58,34,3.8,2.3,0,11,0,37.4,6,11,0.4,0.7,0,11,0,100
